0.500	0.250	0.400
1.500	0.250	0.400
2.500	0.250	0.400
3.500	0.250	0.400
4.500	0.250	0.400
5.500	0.250	0.400
6.500	0.250	0.400
7.500	0.250	0.400
8.500	0.250	0.400
9.500	0.250	0.400
10.500	0.250	0.400
11.500	0.250	0.400
12.500	0.250	0.400
13.500	0.250	0.400
14.500	0.250	0.400
15.500	0.250	0.400
16.500	0.250	0.400
17.500	0.250	0.400
18.500	0.250	0.400
19.500	0.250	0.400
20.500	0.250	0.400
21.500	0.250	0.400
22.500	0.250	0.400
23.500	0.250	0.400
24.500	0.250	0.400
25.500	0.250	0.400
26.500	0.250	0.400
27.500	0.250	0.400
28.500	0.250	0.400
29.500	0.250	0.400
0.500	0.750	0.400
1.500	0.750	0.400
2.500	0.750	0.400
3.500	0.750	0.400
4.500	0.750	0.400
5.500	0.750	0.400
6.500	0.750	0.400
7.500	0.750	0.400
8.500	0.750	0.400
9.500	0.750	0.400
10.500	0.750	0.400
11.500	0.750	0.400
12.500	0.750	0.400
13.500	0.750	0.400
14.500	0.750	0.400
15.500	0.750	0.400
16.500	0.750	0.400
17.500	0.750	0.400
18.500	0.750	0.400
19.500	0.750	0.400
20.500	0.750	0.400
21.500	0.750	0.400
22.500	0.750	0.400
23.500	0.750	0.400
24.500	0.750	0.400
25.500	0.750	0.400
26.500	0.750	0.400
27.500	0.750	0.400
28.500	0.750	0.400
29.500	0.750	0.400
0.500	1.250	0.400
1.500	1.250	0.400
2.500	1.250	0.400
3.500	1.250	0.400
4.500	1.250	0.400
5.500	1.250	0.400
6.500	1.250	0.400
7.500	1.250	0.400
8.500	1.250	0.400
9.500	1.250	0.400
10.500	1.250	0.400
11.500	1.250	0.400
12.500	1.250	0.400
13.500	1.250	0.400
14.500	1.250	0.400
15.500	1.250	0.400
16.500	1.250	0.400
17.500	1.250	0.400
18.500	1.250	0.400
19.500	1.250	0.400
20.500	1.250	0.400
21.500	1.250	0.400
22.500	1.250	0.400
23.500	1.250	0.400
24.500	1.250	0.400
25.500	1.250	0.400
26.500	1.250	0.400
27.500	1.250	0.400
28.500	1.250	0.400
29.500	1.250	0.400
0.500	1.750	0.400
1.500	1.750	0.400
2.500	1.750	0.400
3.500	1.750	0.400
4.500	1.750	0.400
5.500	1.750	0.400
6.500	1.750	0.400
7.500	1.750	0.400
8.500	1.750	0.400
9.500	1.750	0.400
10.500	1.750	0.400
11.500	1.750	0.400
12.500	1.750	0.400
13.500	1.750	0.400
14.500	1.750	0.400
15.500	1.750	0.400
16.500	1.750	0.400
17.500	1.750	0.400
18.500	1.750	0.400
19.500	1.750	0.400
20.500	1.750	0.400
21.500	1.750	0.400
22.500	1.750	0.400
23.500	1.750	0.400
24.500	1.750	0.400
25.500	1.750	0.400
26.500	1.750	0.400
27.500	1.750	0.400
