0	0.1501015
0.00011	0.1501015
0.00023	0.1501015
0.00034	0.1501015
0.00046	0.1501015
0.00057	0.1501015
0.00068	0.1501015
0.0008	0.1501015
0.00091	0.1501015
0.00103	0.1501015
0.00114	0.1501015
0.00126	0.1501015
0.00137	0.1501015
0.00148	0.1501015
0.0016	0.1501015
0.00171	0.1501015
0.00183	0.1501015
0.00194	0.1501015
0.00205	0.1501015
0.00217	0.1501015
0.00228	0.1501015
0.0024	0.1501015
0.00251	0.1501015
0.00263	0.1501015
0.00274	0.14527555
0.00285	0.14527555
0.00297	0.14527555
0.00308	0.14527555
0.0032	0.14527555
0.00331	0.14527555
0.00342	0.14527555
0.00354	0.14527555
0.00365	0.14527555
0.00377	0.14527555
0.00388	0.14527555
0.004	0.14527555
0.00411	0.14527555
0.00422	0.14527555
0.00434	0.14527555
0.00445	0.14527555
0.00457	0.14527555
0.00468	0.14527555
0.00479	0.14527555
0.00491	0.14527555
0.00502	0.14527555
0.00514	0.14527555
0.00525	0.14527555
0.00537	0.14527555
0.00548	0.0337629
0.00559	0.0337629
0.00571	0.0337629
0.00582	0.0337629
0.00594	0.0337629
0.00605	0.0337629
0.00616	0.0337629
0.00628	0.0337629
0.00639	0.0337629
0.00651	0.0337629
0.00662	0.0337629
0.00674	0.0337629
0.00685	0.0337629
0.00696	0.0337629
0.00708	0.0337629
0.00719	0.0337629
0.00731	0.0337629
0.00742	0.0337629
0.00753	0.0337629
0.00765	0.0337629
0.00776	0.0337629
0.00788	0.0337629
0.00799	0.0337629
0.00811	0.0337629
0.00822	0.00563339
0.00833	0.00563339
0.00845	0.00563339
0.00856	0.00563339
0.00868	0.00563339
0.00879	0.00563339
0.0089	0.00563339
0.00902	0.00563339
0.00913	0.00563339
0.00925	0.00563339
0.00936	0.00563339
0.00947	0.00563339
0.00959	0.00563339
0.0097	0.00563339
0.00982	0.00563339
0.00993	0.00563339
0.01005	0.00563339
0.01016	0.00563339
0.01027	0.00563339
0.01039	0.00563339
0.0105	0.00563339
0.01062	0.00563339
0.01073	0.00563339
0.01084	0.00563339
0.01096	0.01262045
0.01107	0.01262045
0.01119	0.01262045
0.0113	0.01262045
0.01142	0.01262045
0.01153	0.01262045
0.01164	0.01262045
0.01176	0.01262045
0.01187	0.01262045
0.01199	0.01262045
0.0121	0.01262045
0.01221	0.01262045
0.01233	0.01262045
0.01244	0.01262045
0.01256	0.01262045
0.01267	0.01262045
0.01279	0.01262045
0.0129	0.01262045
0.01301	0.01262045
0.01313	0.01262045
0.01324	0.01262045
0.01336	0.01262045
0.01347	0.01262045
0.01358	0.01262045
0.0137	0.02042683
0.01381	0.02042683
0.01393	0.02042683
0.01404	0.02042683
0.01416	0.02042683
0.01427	0.02042683
0.01438	0.02042683
0.0145	0.02042683
0.01461	0.02042683
0.01473	0.02042683
0.01484	0.02042683
0.01495	0.02042683
0.01507	0.02042683
0.01518	0.02042683
0.0153	0.02042683
0.01541	0.02042683
0.01553	0.02042683
0.01564	0.02042683
0.01575	0.02042683
0.01587	0.02042683
0.01598	0.02042683
0.0161	0.02042683
0.01621	0.02042683
0.01632	0.02042683
0.01644	0.01920179
0.01655	0.01920179
0.01667	0.01920179
0.01678	0.01920179
0.01689	0.01920179
0.01701	0.01920179
0.01712	0.01920179
0.01724	0.01920179
0.01735	0.01920179
0.01747	0.01920179
0.01758	0.01920179
0.01769	0.01920179
0.01781	0.01920179
0.01792	0.01920179
0.01804	0.01920179
0.01815	0.01920179
0.01826	0.01920179
0.01838	0.01920179
0.01849	0.01920179
0.01861	0.01920179
0.01872	0.01920179
0.01884	0.01920179
0.01895	0.01920179
0.01906	0.01920179
0.01918	0.00935528
0.01929	0.00935528
0.01941	0.00935528
0.01952	0.00935528
0.01963	0.00935528
0.01975	0.00935528
0.01986	0.00935528
0.01998	0.00935528
0.02009	0.00935528
0.02021	0.00935528
0.02032	0.00935528
0.02043	0.00935528
0.02055	0.00935528
0.02066	0.00935528
0.02078	0.00935528
0.02089	0.00935528
0.021	0.00935528
0.02112	0.00935528
0.02123	0.00935528
0.02135	0.00935528
0.02146	0.00935528
0.02158	0.00935528
0.02169	0.00935528
0.0218	0.00935528
0.02192	0.00899131
0.02203	0.00899131
0.02215	0.00899131
0.02226	0.00899131
0.02237	0.00899131
0.02249	0.00899131
0.0226	0.00899131
0.02272	0.00899131
