0.001	-236.696
0.004	-275.813
0.007	140.993
0.010	-192.346
0.012	246.552
0.015	423.183
0.018	-80.991
0.021	-72.727
0.023	-153.517
0.026	-147.983
0.029	-183.979
0.032	-157.294
0.034	-115.834
0.037	-76.310
0.040	-54.169
0.042	-51.157
0.045	46.347
0.048	738.462
0.051	1240.371
0.053	502.913
0.056	242.198
0.059	1213.219
0.062	262.072
0.064	-21.503
0.067	2143.595
0.070	7617.954
0.073	-118.159
0.075	-281.613
0.078	-290.362
0.081	-280.158
0.084	215.704
0.086	857.749
0.089	1516.306
0.092	1672.890
0.095	44.281
0.097	-260.418
0.100	-243.991
0.103	-223.209
0.105	-219.101
0.108	-243.744
0.111	-252.437
0.114	-262.333
0.116	-256.722
0.119	-231.761
0.122	-208.184
0.125	-201.358
0.127	-179.889
0.130	-177.836
0.133	-170.965
0.136	-163.390
0.138	-158.402
0.141	-166.506
0.144	-163.465
0.147	-169.922
0.149	-161.646
0.152	-157.819
0.155	-145.053
0.158	-151.692
0.160	-152.770
0.163	-150.257
0.166	-141.709
0.168	-134.322
0.171	-124.785
0.174	-109.292
0.177	-108.683
0.179	-110.567
0.182	-118.727
0.185	-117.590
0.188	-130.406
0.190	-119.143
0.193	-118.023
0.196	-122.692
0.199	-116.612
0.201	-111.289
0.204	-128.755
0.207	-128.015
0.210	-129.201
0.212	-126.141
0.215	-113.266
0.218	-106.761
0.221	-112.978
0.223	-106.991
0.226	-112.394
0.229	-135.609
0.232	-146.948
0.234	-140.109
0.237	-136.241
0.240	-141.370
0.242	-126.370
0.245	-109.146
0.248	-101.243
0.251	-105.497
0.253	-95.698
0.256	-87.746
0.259	-92.086
0.262	-90.426
0.264	-90.090
0.267	-90.975
0.270	-94.955
0.273	-88.581
0.275	-97.378
0.278	-96.575
0.281	-92.384
0.284	-85.763
0.286	-81.573
0.289	-75.613
0.292	-68.565
0.295	-63.144
0.297	-73.547
0.300	-75.773
0.303	-103.598
0.305	-115.971
0.308	-126.219
0.311	-126.833
0.314	-128.098
0.316	-124.087
0.319	-123.499
0.322	-124.144
0.325	-124.349
0.327	-130.946
0.330	-134.914
0.333	-134.922
0.336	-139.723
0.338	-133.753
0.341	-122.287
0.344	-113.184
0.347	-109.493
0.349	-107.525
0.352	-114.319
0.355	-128.720
0.358	-128.296
0.360	-126.339
0.363	-128.499
0.366	-146.455
0.368	-153.558
0.371	-160.301
0.374	-157.418
0.377	-153.168
0.379	-140.955
0.382	-146.081
0.385	-154.916
0.388	-164.267
0.390	-168.212
0.393	-180.546
0.396	-180.784
0.399	-167.245
0.401	-171.458
0.404	-178.203
0.407	-173.891
0.410	-172.324
0.412	-185.520
0.415	-186.264
0.418	-182.484
0.421	-184.080
0.423	-180.741
0.426	-184.567
0.429	-192.410
0.432	-211.271
0.434	-214.685
0.437	-225.618
0.440	-237.733
0.442	-240.939
0.445	-237.679
0.448	-247.731
0.451	-257.514
0.453	-264.378
0.456	-276.133
0.459	-291.098
0.462	-287.590
0.464	-291.444
0.467	-300.249
0.470	-321.420
0.473	-316.161
0.475	-334.140
0.478	-338.672
0.481	-328.881
0.484	-312.485
0.486	-328.270
0.489	-326.317
0.492	-330.832
0.495	-345.099
0.497	-353.775
0.500	-368.598
0.503	-377.427
0.505	-394.333
0.508	-398.206
0.511	-416.724
0.514	-404.494
0.516	-413.983
0.519	-420.236
0.522	1061.806
0.525	2430.990
0.527	10786.978
0.530	3571.417
0.533	5666.270
0.536	6416.934
0.538	3055.231
0.541	-499.506
0.544	-496.183
0.547	-475.811
0.549	-468.538
0.552	-476.165
0.555	-477.737
0.558	-478.005
0.560	-506.551
0.563	-522.017
0.566	-536.070
0.568	-535.440
0.571	-536.894
0.574	-517.482
0.577	-516.203
0.579	-502.555
0.582	-504.831
0.585	-525.447
0.588	-545.367
0.590	-566.856
0.593	-591.956
0.596	4500.999
0.599	5932.793
0.601	2509.401
0.604	4127.083
0.607	614.151
0.610	4284.909
0.612	-393.059
0.615	1608.022
0.618	5072.908
0.621	7703.784
0.623	8145.541
0.626	7643.972
0.629	3492.056
0.632	7665.653
0.634	9930.923
0.637	11760.609
0.640	7938.522
0.642	-396.649
0.645	-434.739
0.648	-665.301
0.651	-725.524
0.653	-368.269
0.656	657.261
0.659	-139.093
0.662	-315.617
0.664	-314.822
0.667	-448.004
0.670	-559.244
0.673	-568.020
0.675	-731.962
0.678	-488.995
0.681	-704.187
0.684	-614.522
0.686	-570.173
0.689	-768.256
0.692	-174.708
0.695	-723.905
0.697	-28.356
0.700	-137.700
0.703	-262.043
0.705	-342.134
0.708	-584.168
0.711	-628.088
0.714	-479.692
0.716	-619.234
0.719	-682.947
0.722	-800.666
0.725	-427.624
0.727	-700.686
0.730	-443.413
0.733	-401.651
0.736	-710.443
0.738	-629.322
0.741	-760.303
0.744	-152.799
0.747	-608.085
0.749	-486.542
0.752	1133.072
0.755	-120.179
0.758	25.250
0.760	-674.973
0.763	-352.499
0.766	-423.479
0.768	-497.851
0.771	-754.161
0.774	-531.960
0.777	-404.321
0.779	-126.380
0.782	-223.553
0.785	-409.453
0.788	-396.331
0.790	-460.782
0.793	-352.765
0.796	-86.416
0.799	719.482
0.801	189.336
0.804	-204.880
0.807	-653.895
0.810	-767.516
0.812	-430.826
0.815	-592.530
0.818	-391.087
0.821	-289.224
0.823	-806.797
0.826	-726.993
0.829	-872.392
0.832	-358.469
0.834	-241.657
0.837	-107.406
0.840	-517.710
0.842	-480.456
0.845	1895.407
0.848	1315.456
0.851	1019.663
0.853	-618.545
0.856	-380.207
0.859	829.567
0.862	109.933
0.864	223.242
0.867	-391.922
0.870	-166.200
0.873	-191.002
0.875	-237.263
0.878	-187.966
0.881	494.626
0.884	-402.412
0.886	-333.517
0.889	-100.125
0.892	-446.269
0.895	187.927
0.897	1207.224
0.900	-203.750
0.903	1067.541
0.905	-154.973
0.908	-282.674
0.911	-299.750
0.914	605.975
0.916	5121.661
0.919	-102.507
0.922	-91.551
0.925	1334.267
0.927	1755.056
0.930	-159.718
0.933	-195.159
0.936	124.291
0.938	235.955
0.941	111.543
0.944	171.349
0.947	104.545
0.949	161.945
0.952	-82.896
0.955	256.376
0.958	725.916
0.960	414.644
0.963	129.301
0.966	91.404
0.968	-75.716
0.971	-13.178
0.974	-339.755
0.977	237.152
0.979	547.011
0.982	1098.489
0.985	-462.274
0.988	1802.865
0.990	-66.251
0.993	-18.864
0.996	155.039
0.999	5.154
1.002	-236.696
