0.500	0.050	0.400
1.500	0.050	0.400
2.500	0.050	0.400
0.500	0.150	0.400
1.500	0.150	0.400
2.500	0.150	0.400
0.500	0.250	0.400
1.500	0.250	0.400
2.500	0.250	0.400
0.500	0.350	0.400
1.500	0.350	0.400
2.500	0.350	0.400
0.500	0.450	0.400
1.500	0.450	0.400
2.500	0.450	0.400
0.500	0.550	0.400
1.500	0.550	0.400
2.500	0.550	0.400
0.500	0.650	0.400
1.500	0.650	0.400
2.500	0.650	0.400
0.500	0.750	0.400
1.500	0.750	0.400
2.500	0.750	0.400
0.500	0.850	0.400
1.500	0.850	0.400
2.500	0.850	0.400
0.500	0.950	0.400
1.500	0.950	0.400
2.500	0.950	0.400
0.500	1.050	0.400
1.500	1.050	0.400
2.500	1.050	0.400
0.500	1.150	0.400
1.500	1.150	0.400
2.500	1.150	0.400
0.500	1.250	0.400
1.500	1.250	0.400
2.500	1.250	0.400
0.500	1.350	0.400
1.500	1.350	0.400
2.500	1.350	0.400
0.500	1.450	0.400
1.500	1.450	0.400
2.500	1.450	0.400
0.500	1.550	0.400
1.500	1.550	0.400
2.500	1.550	0.400
0.500	1.650	0.400
1.500	1.650	0.400
2.500	1.650	0.400
0.500	1.750	0.400
1.500	1.750	0.400
2.500	1.750	0.400
0.500	1.850	0.400
1.500	1.850	0.400
2.500	1.850	0.400
0.500	1.950	0.400
1.500	1.950	0.400
2.500	1.950	0.400
0.500	2.050	0.400
1.500	2.050	0.400
2.500	2.050	0.400
0.500	2.150	0.200
1.500	2.150	0.200
2.500	2.150	0.200
0.500	2.250	0.200
1.500	2.250	0.200
2.500	2.250	0.200
0.500	2.350	0.200
1.500	2.350	0.200
2.500	2.350	0.200
0.500	2.450	0.200
1.500	2.450	0.200
2.500	2.450	0.200
0.500	2.550	0.200
1.500	2.550	0.200
2.500	2.550	0.200
0.500	2.650	0.200
1.500	2.650	0.200
2.500	2.650	0.200
0.500	2.750	0.200
1.500	2.750	0.200
2.500	2.750	0.200
0.500	2.850	0.200
1.500	2.850	0.200
2.500	2.850	0.200
0.500	2.950	0.200
1.500	2.950	0.200
2.500	2.950	0.200
0.500	3.050	0.200
1.500	3.050	0.200
2.500	3.050	0.200
0.500	3.150	0.100
1.500	3.150	0.100
2.500	3.150	0.100
0.500	3.250	0.100
1.500	3.250	0.100
2.500	3.250	0.100
0.500	3.350	0.100
1.500	3.350	0.100
2.500	3.350	0.100
0.500	3.450	0.100
1.500	3.450	0.100
2.500	3.450	0.100
0.500	3.550	0.100
1.500	3.550	0.100
2.500	3.550	0.100
0.500	3.650	0.100
1.500	3.650	0.100
2.500	3.650	0.100
0.500	3.750	0.100
1.500	3.750	0.100
2.500	3.750	0.100
0.500	3.850	0.100
1.500	3.850	0.100
2.500	3.850	0.100
0.500	3.950	0.100
1.500	3.950	0.100
2.500	3.950	0.100
0.500	4.050	0.100
1.500	4.050	0.100
2.500	4.050	0.100
0.500	4.150	0.100
1.500	4.150	0.100
2.500	4.150	0.100
0.500	4.250	0.100
1.500	4.250	0.100
2.500	4.250	0.100
0.500	4.350	0.100
1.500	4.350	0.100
2.500	4.350	0.100
0.500	4.450	0.100
1.500	4.450	0.100
2.500	4.450	0.100
0.500	4.550	0.100
1.500	4.550	0.100
2.500	4.550	0.100
0.500	4.650	0.100
1.500	4.650	0.100
2.500	4.650	0.100
0.500	4.750	0.100
1.500	4.750	0.100
2.500	4.750	0.100
0.500	4.850	0.100
1.500	4.850	0.100
2.500	4.850	0.100
0.500	4.950	0.100
1.500	4.950	0.100
2.500	4.950	0.100
0.500	5.050	0.100
1.500	5.050	0.100
2.500	5.050	0.100
0.500	5.150	0.100
1.500	5.150	0.100
2.500	5.150	0.100
0.500	5.250	0.100
1.500	5.250	0.100
2.500	5.250	0.100
0.500	5.350	0.100
1.500	5.350	0.100
2.500	5.350	0.100
0.500	5.450	0.100
1.500	5.450	0.100
2.500	5.450	0.100
0.500	5.550	0.100
1.500	5.550	0.100
2.500	5.550	0.100
0.500	5.650	0.100
1.500	5.650	0.100
2.500	5.650	0.100
0.500	5.750	0.100
1.500	5.750	0.100
2.500	5.750	0.100
0.500	5.850	0.100
1.500	5.850	0.100
2.500	5.850	0.100
0.500	5.950	0.100
1.500	5.950	0.100
2.500	5.950	0.100
0.500	6.050	0.100
1.500	6.050	0.100
2.500	6.050	0.100
0.500	6.150	0.100
1.500	6.150	0.100
2.500	6.150	0.100
0.500	6.250	0.100
1.500	6.250	0.100
2.500	6.250	0.100
0.500	6.350	0.100
1.500	6.350	0.100
2.500	6.350	0.100
0.500	6.450	0.100
1.500	6.450	0.100
2.500	6.450	0.100
0.500	6.550	0.100
1.500	6.550	0.100
2.500	6.550	0.100
0.500	6.650	0.100
1.500	6.650	0.100
2.500	6.650	0.100
0.500	6.750	0.100
1.500	6.750	0.100
2.500	6.750	0.100
0.500	6.850	0.100
1.500	6.850	0.100
2.500	6.850	0.100
0.500	6.950	0.100
1.500	6.950	0.100
2.500	6.950	0.100
0.500	7.050	0.100
1.500	7.050	0.100
2.500	7.050	0.100
0.500	7.150	0.100
1.500	7.150	0.100
2.500	7.150	0.100
0.500	7.250	0.100
1.500	7.250	0.100
2.500	7.250	0.100
0.500	7.350	0.100
1.500	7.350	0.100
2.500	7.350	0.100
0.500	7.450	0.100
1.500	7.450	0.100
2.500	7.450	0.100
0.500	7.550	0.100
1.500	7.550	0.100
2.500	7.550	0.100
0.500	7.650	0.100
1.500	7.650	0.100
2.500	7.650	0.100
0.500	7.750	0.100
1.500	7.750	0.100
2.500	7.750	0.100
0.500	7.850	0.100
1.500	7.850	0.100
2.500	7.850	0.100
0.500	7.950	0.100
1.500	7.950	0.100
2.500	7.950	0.100
0.500	8.050	0.100
1.500	8.050	0.100
2.500	8.050	0.100
0.500	8.150	0.100
1.500	8.150	0.100
2.500	8.150	0.100
0.500	8.250	0.100
1.500	8.250	0.100
2.500	8.250	0.100
0.500	8.350	0.100
1.500	8.350	0.100
2.500	8.350	0.100
0.500	8.450	0.100
1.500	8.450	0.100
2.500	8.450	0.100
0.500	8.550	0.100
1.500	8.550	0.100
2.500	8.550	0.100
0.500	8.650	0.100
1.500	8.650	0.100
2.500	8.650	0.100
0.500	8.750	0.100
1.500	8.750	0.100
2.500	8.750	0.100
0.500	8.850	0.100
1.500	8.850	0.100
2.500	8.850	0.100
0.500	8.950	0.100
1.500	8.950	0.100
2.500	8.950	0.100
0.500	9.050	0.100
1.500	9.050	0.100
2.500	9.050	0.100
0.500	9.150	0.010
1.500	9.150	0.010
2.500	9.150	0.010
0.500	9.250	0.010
1.500	9.250	0.010
2.500	9.250	0.010
0.500	9.350	0.010
1.500	9.350	0.010
2.500	9.350	0.010
0.500	9.450	0.010
1.500	9.450	0.010
2.500	9.450	0.010
0.500	9.550	0.010
1.500	9.550	0.010
2.500	9.550	0.010
0.500	9.650	0.010
1.500	9.650	0.010
2.500	9.650	0.010
0.500	9.750	0.010
1.500	9.750	0.010
2.500	9.750	0.010
0.500	9.850	0.010
1.500	9.850	0.010
2.500	9.850	0.010
0.500	9.950	0.010
1.500	9.950	0.010
2.500	9.950	0.010
0.500	10.050	0.010
1.500	10.050	0.010
2.500	10.050	0.010
