        0.0312500000          0.0312500000  1.000000  1.000000  
        0.0937500000          0.0312500000  1.000000  1.000000  
        0.1562500000          0.0312500000  1.000000  1.000000  
        0.2187500000          0.0312500000  1.000000  1.000000  
        0.2812500000          0.0312500000  1.000000  1.000000  
        0.3437500000          0.0312500000  1.000000  1.000000  
        0.4062500000          0.0312500000  1.000000  1.000000  
        0.4687500000          0.0312500000  1.000000  1.000000  
        0.5312500000          0.0312500000  1.000000  1.000000  
        0.5937500000          0.0312500000  2.000000  2.000000  
        0.6562500000          0.0312500000  2.000000  2.000000  
        0.7187500000          0.0312500000  2.000000  2.000000  
        0.7812500000          0.0312500000  2.000000  2.000000  
        0.8437500000          0.0312500000  1.000000  1.000000  
        0.9062500000          0.0312500000  1.000000  1.000000  
        0.9687500000          0.0312500000  1.000000  1.000000  
        1.0312500000          0.0312500000  1.000000  1.000000  
        1.0937500000          0.0312500000  1.000000  1.000000  
        1.1562500000          0.0312500000  1.000000  1.000000  
        1.2187500000          0.0312500000  1.000000  1.000000  
        1.2812500000          0.0312500000  3.000000  2.000000  
        1.3437500000          0.0312500000  3.000000  2.000000  
        1.4062500000          0.0312500000  3.000000  2.000000  
        1.4687500000          0.0312500000  3.000000  2.000000  
        1.5312500000          0.0312500000  1.000000  1.000000  
        1.5937500000          0.0312500000  1.000000  1.000000  
        1.6562500000          0.0312500000  1.000000  1.000000  
        1.7187500000          0.0312500000  1.000000  1.000000  
        1.7812500000          0.0312500000  1.000000  1.000000  
        1.8437500000          0.0312500000  1.000000  1.000000  
        1.9062500000          0.0312500000  1.000000  1.000000  
        1.9687500000          0.0312500000  1.000000  1.000000  
        2.0312500000          0.0312500000  1.000000  1.000000  
        2.0937500000          0.0312500000  1.000000  1.000000  
        2.1562500000          0.0312500000  1.000000  1.000000  
        2.2187500000          0.0312500000  1.000000  1.000000  
        2.2812500000          0.0312500000  1.000000  1.000000  
        2.3437500000          0.0312500000  3.000000  2.000000  
        2.4062500000          0.0312500000  3.000000  2.000000  
        2.4687500000          0.0312500000  3.000000  2.000000  
        2.5312500000          0.0312500000  3.000000  2.000000  
        2.5937500000          0.0312500000  1.000000  1.000000  
        2.6562500000          0.0312500000  1.000000  1.000000  
        2.7187500000          0.0312500000  1.000000  1.000000  
        2.7812500000          0.0312500000  1.000000  1.000000  
        2.8437500000          0.0312500000  1.000000  1.000000  
        2.9062500000          0.0312500000  1.000000  1.000000  
        2.9687500000          0.0312500000  1.000000  1.000000  
        3.0312500000          0.0312500000  1.000000  1.000000  
        3.0937500000          0.0312500000  1.000000  1.000000  
        3.1562500000          0.0312500000  1.000000  1.000000  
        3.2187500000          0.0312500000  1.000000  1.000000  
        3.2812500000          0.0312500000  1.000000  1.000000  
        3.3437500000          0.0312500000  1.000000  1.000000  
        3.4062500000          0.0312500000  1.000000  1.000000  
        3.4687500000          0.0312500000  1.000000  1.000000  
        3.5312500000          0.0312500000  1.000000  1.000000  
        3.5937500000          0.0312500000  1.000000  1.000000  
        3.6562500000          0.0312500000  1.000000  1.000000  
        3.7187500000          0.0312500000  1.000000  1.000000  
        3.7812500000          0.0312500000  1.000000  1.000000  
        3.8437500000          0.0312500000  1.000000  1.000000  
