0.025 0.0125 0.166779 
0.2 0.0125 0.206027 
0.4 0.0125 0.216885 
0.6 0.0125 0.219347 
0.8 0.0125 0.219805 
1 0.0125 0.219878 
1.2 0.0125 0.219943 
1.4 0.0125 0.219976 
1.6 0.0125 0.219987 
1.8 0.0125 0.21999 
2 0.0125 0.219992 
2.2 0.0125 0.219991 
2.4 0.0125 0.219992 
2.6 0.0125 0.219993 
2.8 0.0125 0.219992 
2.975 0.0125 0.219993 
0.1 0.05 0.201795 
0.3 0.05 0.21458 
0.5 0.05 0.217662 
0.7 0.05 0.21915 
0.9 0.05 0.219651 
1.1 0.05 0.219915 
1.3 0.05 0.219971 
1.5 0.05 0.219985 
1.7 0.05 0.219988 
1.9 0.05 0.219991 
2.1 0.05 0.21999 
2.3 0.05 0.219991 
2.5 0.05 0.219991 
2.7 0.05 0.219992 
2.9 0.05 0.219992 
0.025 0.1 0.166758 
0.2 0.1 0.173541 
0.4 0.1 0.204457 
0.6 0.1 0.216287 
0.8 0.1 0.218515 
1 0.1 0.219686 
1.2 0.1 0.219955 
1.4 0.1 0.219977 
1.6 0.1 0.219988 
1.8 0.1 0.219991 
2 0.1 0.219988 
2.2 0.1 0.219991 
2.4 0.1 0.219989 
2.6 0.1 0.219992 
2.8 0.1 0.219991 
2.975 0.1 0.219994 
0.1 0.15 0.166766 
0.3 0.15 0.171918 
0.5 0.15 0.215373 
0.7 0.15 0.219416 
0.9 0.15 0.219541 
1.1 0.15 0.219817 
1.3 0.15 0.219936 
1.5 0.15 0.219971 
1.7 0.15 0.219983 
1.9 0.15 0.219988 
2.1 0.15 0.219989 
2.3 0.15 0.219992 
2.5 0.15 0.219992 
2.7 0.15 0.219994 
2.9 0.15 0.219994 
0.025 0.2 0.166776 
0.2 0.2 0.176287 
0.4 0.2 0.210598 
0.6 0.2 0.218373 
0.8 0.2 0.219613 
1 0.2 0.219864 
1.2 0.2 0.219938 
1.4 0.2 0.219976 
1.6 0.2 0.219986 
1.8 0.2 0.219986 
2 0.2 0.219989 
2.2 0.2 0.219986 
2.4 0.2 0.219992 
2.6 0.2 0.219991 
2.8 0.2 0.219991 
2.975 0.2 0.219993 
0.1 0.25 0.169415 
0.3 0.25 0.211932 
0.5 0.25 0.218 
0.7 0.25 0.21939 
0.9 0.25 0.219846 
1.1 0.25 0.219958 
1.3 0.25 0.219983 
1.5 0.25 0.219989 
1.7 0.25 0.219991 
1.9 0.25 0.219992 
2.1 0.25 0.21999 
2.3 0.25 0.219991 
2.5 0.25 0.219991 
2.7 0.25 0.21999 
2.9 0.25 0.219992 
0.025 0.3 0.166788 
0.2 0.3 0.188381 
0.4 0.3 0.210649 
0.6 0.3 0.218007 
0.8 0.3 0.21965 
1 0.3 0.219915 
1.2 0.3 0.219967 
1.4 0.3 0.219982 
1.6 0.3 0.219987 
1.8 0.3 0.21999 
2 0.3 0.219991 
2.2 0.3 0.219989 
2.4 0.3 0.219989 
2.6 0.3 0.219991 
2.8 0.3 0.219993 
2.975 0.3 0.219994 
0.1 0.35 0.16678 
0.3 0.35 0.175164 
0.5 0.35 0.214582 
0.7 0.35 0.219261 
0.9 0.35 0.219681 
1.1 0.35 0.219864 
1.3 0.35 0.219962 
1.5 0.35 0.219985 
1.7 0.35 0.21999 
1.9 0.35 0.219989 
2.1 0.35 0.219988 
2.3 0.35 0.219992 
2.5 0.35 0.219992 
2.7 0.35 0.219989 
2.9 0.35 0.219992 
0.025 0.4 0.168506 
0.2 0.4 0.20568 
0.4 0.4 0.216403 
0.6 0.4 0.219057 
0.8 0.4 0.219824 
1 0.4 0.219889 
1.2 0.4 0.219943 
1.4 0.4 0.219972 
1.6 0.4 0.219984 
1.8 0.4 0.219984 
2 0.4 0.219991 
2.2 0.4 0.219991 
2.4 0.4 0.21999 
2.6 0.4 0.219992 
2.8 0.4 0.219993 
2.975 0.4 0.219992 
0.1 0.45 0.166947 
0.3 0.45 0.204894 
0.5 0.45 0.217876 
0.7 0.45 0.219673 
0.9 0.45 0.219933 
1.1 0.45 0.219978 
1.3 0.45 0.219973 
1.5 0.45 0.219986 
1.7 0.45 0.219988 
1.9 0.45 0.219986 
2.1 0.45 0.219983 
2.3 0.45 0.219992 
2.5 0.45 0.219991 
2.7 0.45 0.219991 
2.9 0.45 0.219992 
0.025 0.5 0.166757 
0.2 0.5 0.194819 
0.4 0.5 0.217727 
0.6 0.5 0.219541 
0.8 0.5 0.219919 
1 0.5 0.219952 
1.2 0.5 0.21998 
1.4 0.5 0.219988 
1.6 0.5 0.219991 
1.8 0.5 0.219989 
2 0.5 0.219989 
2.2 0.5 0.219985 
2.4 0.5 0.219991 
2.6 0.5 0.219994 
2.8 0.5 0.219992 
2.975 0.5 0.219992 
0.1 0.55 0.166879 
0.3 0.55 0.196291 
0.5 0.55 0.217737 
0.7 0.55 0.219697 
0.9 0.55 0.219864 
1.1 0.55 0.219951 
1.3 0.55 0.219984 
1.5 0.55 0.219989 
1.7 0.55 0.21999 
1.9 0.55 0.219989 
2.1 0.55 0.21999 
2.3 0.55 0.219991 
2.5 0.55 0.219992 
2.7 0.55 0.219993 
2.9 0.55 0.21999 
0.025 0.6 0.166819 
0.2 0.6 0.204979 
0.4 0.6 0.216191 
0.6 0.6 0.218741 
0.8 0.6 0.219571 
1 0.6 0.219885 
1.2 0.6 0.219962 
1.4 0.6 0.219982 
1.6 0.6 0.219987 
1.8 0.6 0.219987 
2 0.6 0.219992 
